id,Temperature,Humidity,Light,CO2,HumidityRatio,Occupied
2336,20.85666667,19.76,433,628.3333333,0.00300536,yes
2337,20.84,19.7675,433,635.25,0.003003409,yes
2338,20.865,19.7675,433,636.5,0.003008055,yes
2339,20.89,19.79,433,635.5,0.003016154,yes
2340,20.89,19.79,433,635.75,0.003016154,yes
2341,20.865,19.7675,433,637.5,0.003008055,yes
2342,20.84,19.745,433,629.75,0.002999974,yes
2343,20.865,19.7675,433,637.25,0.003008055,yes
2344,20.89,19.79,433,647.3333333,0.003016154,yes
2345,20.865,19.7675,433,646,0.003008055,yes
2346,20.82333333,19.73,433,642.6666667,0.002994596,yes
2347,20.85666667,19.79333333,433,648,0.003010454,yes
2348,20.89,19.79,433,655,0.003016154,yes
2349,20.9175,19.79,433,650.5,0.003021285,yes
2350,20.92666667,19.79,433,643.6666667,0.003022998,yes
2351,20.9175,19.79,433,642,0.003021285,yes
2352,20.96333333,19.79,433,639.3333333,0.003029855,yes
2353,20.89,19.79,436.5,648,0.003016154,yes
2354,20.89,19.815,426,649,0.003019983,yes
2355,20.89,19.79,433,654,0.003016154,yes
2356,20.89,19.92666667,433,660,0.003037085,yes
2357,20.89,20.13333333,442.3333333,677.3333333,0.003068739,yes
2358,20.89,20.354,435.8,698.2,0.003102541,yes
2359,20.89,20.4725,447,709.25,0.003120694,yes
2360,20.92666667,20.39,442.3333333,712,0.003115109,yes
2361,20.945,20.5,443.5,710,0.00313555,yes
2362,20.945,20.445,447,708,0.003127095,yes
2363,20.945,20.55,447,707.5,0.003143236,yes
2364,20.945,20.6975,447,725.75,0.003165912,yes
2365,20.9725,20.7675,438,733.25,0.003182078,yes
2366,21,20.79,441,735.3333333,0.00319096,yes
2367,21,20.815,438,740.75,0.003194817,yes
2368,21,20.865,438,744.25,0.003202531,yes
2369,21,20.79,438,757,0.00319096,yes
2370,21,20.79,440,759,0.00319096,yes
2371,21,20.815,437.25,752.25,0.003194817,yes
2372,21,20.865,438,754.5,0.003202531,yes
2373,21.025,20.945,440.25,758.5,0.003219843,yes
2374,21.05,21,436.5,764,0.003233331,yes
2375,21.05,21.05,441,765.25,0.003241069,yes
2376,21.1,21.15,436.5,769.75,0.003266618,yes
2377,21.1,21.245,444,780.25,0.003281368,yes
2378,21.1,21.29,444,786,0.003288355,yes
2379,21.1,21.2225,444,783.25,0.003277875,yes
2380,21.1,21.2675,444,787,0.003284862,yes
2381,21.1,21.2,444,787.6666667,0.003274381,yes
2382,21.1,21.2,448,786.75,0.003274381,yes
2383,21.1,21.2,444,782.5,0.003274381,yes
2384,21.1,21.1,454.75,779.75,0.003258855,yes
2385,21.1,21.05,454.75,777.5,0.003251092,yes
2386,21.1,21.1,460,779.3333333,0.003258855,yes
2387,21.175,21.075,449.5,782.75,0.003270077,yes
2388,21.15,21.05,449.5,787.5,0.003261142,yes
2389,21.2,21.075,454.75,777,0.003275125,yes
2390,21.2,21.06666667,449.3333333,789.6666667,0.003273823,yes
2391,21.175,21.075,460,805.25,0.003270077,yes
2392,21.2,20.9975,456,801.25,0.003263018,yes
2393,21.2,21,460,796,0.003263409,yes
2394,21.2225,21.025,449.5,793.25,0.003271853,yes
2395,21.29,20.96333333,453,788.3333333,0.003275814,yes
2396,21.2675,21,460,794.5,0.003277024,yes
2397,21.29,21,460,797.5,0.003281574,yes
2398,21.32333333,21.03333333,460,810,0.003293571,yes
2399,21.29,21,450.75,812.5,0.003281574,yes
2400,21.29,21.03333333,454.6666667,813.6666667,0.00328681,yes
2401,21.315,20.9725,444,809.25,0.003282309,yes
2402,21.29,21,444,812.3333333,0.003281574,yes
2403,21.29,21.03333333,454.6666667,807.6666667,0.00328681,yes
2404,21.315,21,460,810.5,0.003286635,yes
2405,21.34,21,452,811.5,0.003291704,yes
2406,21.325,20.978,456,808,0.003285198,yes
2407,21.31,20.956,460,804.5,0.003278702,yes
2408,21.32333333,20.86,460,797.3333333,0.003266287,yes
2409,21.35666667,20.92666667,460,796.3333333,0.003283519,yes
2410,21.39,20.865,449.5,798.5,0.003280523,yes
2411,21.39,20.79,460,796,0.003268669,yes
2412,21.34,20.995,449.5,801.25,0.003290916,yes
2413,21.34,21.1,449.5,811,0.003307462,yes
2414,21.29,21.245,460,821.5,0.003320063,yes
2415,21.34,21.2675,455.5,830.25,0.003333858,yes
2416,21.29,21.29,457,835,0.003327133,yes
2417,21.34,21.2,449.5,831,0.003323221,yes
2418,21.315,21.29,454.75,834.75,0.003332265,yes
2419,21.29,21.29,460,837,0.003327133,yes
2420,21.315,21.29,460,841,0.003332265,yes
2421,21.315,21.2675,460,844.5,0.003328725,yes
2422,21.39,21.34,460,847,0.003355608,yes
2423,21.39,21.2675,454.75,842.5,0.003344147,yes
2424,21.39,21.2,453,841,0.003333476,yes
2425,21.39,21.2475,449.5,839.5,0.003340985,yes
2426,21.365,21.3175,454.75,844.5,0.003346891,yes
2427,21.39,21.2,457,847,0.003333476,yes
2428,21.39,21.2675,454,847.75,0.003344147,yes
2429,21.32333333,21.23,464,843.3333333,0.003324531,yes
2430,21.365,21.315,461.5,847.25,0.003346497,yes
2431,21.39,21.34,449.5,848.5,0.003355608,yes
2432,21.34,21.445,449.5,848.5,0.003361833,yes
2433,21.39,21.39,454,854.25,0.003363513,yes
2434,21.34,21.1475,455.5,848.25,0.003314947,yes
2435,21.35666667,21.2,468,844.3333333,0.003326636,yes
2436,21.29,21.2,454,836.5,0.003312993,yes
2437,21.32333333,21.2,454,838,0.003319808,yes
2438,21.315,21.125,469,841.5,0.003306302,yes
2439,21.34,21,469,832,0.003291704,yes
2440,21.315,20.865,469,825,0.003265396,yes
2441,21.315,20.9175,465.25,824,0.003273655,yes
2442,21.29,21.175,475.25,826.75,0.003309066,yes
2443,21.29,21.1,464,824,0.003297283,yes
2444,21.29,21.2,459,827.5,0.003312993,yes
2445,21.29,21.236,468.2,843.5,0.003318649,yes
2446,21.365,21.17,474,845.6,0.00332361,yes
2447,21.39,20.79,492.3333333,837.3333333,0.003268669,yes
2448,21.32333333,21.06666667,474,825.6666667,0.003298818,yes
2449,21.39,20.97,480.25,831.75,0.003297119,yes
2450,21.4725,21.0475,504,832.25,0.003326228,yes
2451,21.5,21.1,539.5,843,0.00334022,yes
2452,21.5,20.725,509,839,0.003280543,yes
2453,21.5,20.84,528.5,832.5,0.003298842,yes
2454,21.6,21.0225,499,840,0.003348428,yes
2455,21.65,20.9175,497.75,850,0.003341874,yes
2456,21.675,21.1,500.25,853.75,0.003376376,yes
2457,21.7,21,489,852,0.003365456,yes
2458,21.7,20.9725,490.25,856.25,0.003361025,yes
2459,21.7,20.945,494,854.5,0.003356594,yes
2460,21.7,20.89,485.6666667,854,0.003347732,yes
2461,21.7,20.815,481.5,850.75,0.003335649,yes
2462,21.7,20.8925,484,844.5,0.003348135,yes
2463,21.7,21.075,482.75,850.75,0.00337754,yes
2464,21.73,20.89,477.3333333,861,0.003353911,yes
2465,21.73,20.93,477.3333333,865,0.003360367,yes
2466,21.7675,20.795,485.25,860.75,0.003346278,yes
2467,21.754,20.896,485.25,853.25,0.00335983,yes
2468,21.73,20.7,482.75,849.75,0.003323243,yes
2469,21.79,20.945,464,844.5,0.003375208,yes
2470,21.7225,20.87,479,846.75,0.003349138,yes
2471,21.745,20.7225,476.75,852.5,0.003329942,yes
2472,21.7,20.79,476,851,0.003331621,yes
2473,21.7,20.7675,480,854.75,0.003327996,yes
2474,21.73,20.73,479,852.6666667,0.003328085,yes
2475,21.7225,20.7,479,848.25,0.003321712,yes
2476,21.7225,20.7,485.25,848,0.003321712,yes
2477,21.7,20.6,489,846,0.003301012,yes
2478,21.7,20.745,489,844.5,0.003324371,yes
2479,21.7675,20.7925,471.5,846.75,0.003345873,yes
2480,21.76,20.73,471,849,0.003334225,yes
2481,21.79,20.55,487.75,837,0.003311217,yes
2482,21.79,20.5,467.6666667,830.3333333,0.003303117,yes
2483,21.79,20.65,469.25,829.5,0.003327416,yes
2484,21.73,20.56666667,462.3333333,830.6666667,0.003301723,yes
2485,21.79,20.6,462.75,834.25,0.003319316,yes
2486,21.79,20.6225,462.75,833.5,0.003322961,yes
2487,21.79,20.5,472.3333333,827.6666667,0.003303117,yes
2488,21.79,20.678,485,821.25,0.003331952,yes
2489,21.745,20.5,479,822.3333333,0.003293999,yes
2490,21.745,20.6,471.5,821.75,0.003310153,yes
2491,21.7,20.66666667,464,826,0.003311751,yes
2492,21.7225,20.65,475.25,829.5,0.003313645,yes
2493,21.7,20.6,479,832,0.003301012,yes
2494,21.7,20.6,464,823,0.003301012,yes
2495,21.7,20.6,469,824,0.003301012,yes
2496,21.7,20.6,467.75,825.25,0.003301012,yes
2497,21.7,20.625,481.5,830.75,0.003305039,yes
2498,21.7,20.5,479,831,0.003284903,yes
2499,21.7225,20.6,479,826,0.003305579,yes
2500,21.76,20.53333333,490.6666667,818.3333333,0.003302425,yes
2501,21.7225,20.525,502.75,815.75,0.003293481,yes
2502,21.7225,20.5,490.25,816,0.003289448,no
2503,21.7,20.5,479,813.25,0.003284903,no
2504,21.7,20.39,474,806,0.003267184,no
2505,21.7,20.525,492.75,804.5,0.00328893,no
2506,21.7,20.46,507,801,0.003278459,yes
2507,21.7,20.575,484,796,0.003296984,yes
2508,21.7,20.4425,467.75,801,0.00327564,yes
2509,21.7,20.39,464,803,0.003267184,yes
2510,21.7,20.39,469,795.6666667,0.003267184,yes
2511,21.7,20.4175,464,794,0.003271613,yes
2512,21.7,20.5,471,787,0.003284903,yes
2513,21.7,20.39,462.75,787,0.003267184,yes
2514,21.7,20.39,481.5,788,0.003267184,yes
2515,21.7,20.39,479,786.5,0.003267184,yes
2516,21.7,20.39,469.25,788.25,0.003267184,yes
2517,21.7,20.39,469,788.3333333,0.003267184,yes
2518,21.7,20.39,469,781,0.003267184,yes
2519,21.65,20.365,457.75,788.75,0.003253143,yes
2520,21.63333333,20.32333333,460.6666667,790.6666667,0.003243127,yes
2521,21.65,20.34,465.5,789.5,0.003249129,yes
2522,21.7,20.39,474.3333333,794.3333333,0.003267184,yes
2523,21.675,20.4175,477.75,792.5,0.00326659,yes
2524,21.65,20.2475,487.75,789.5,0.003234276,yes
2525,21.7,20.53333333,492.3333333,785.5,0.003290272,yes
2526,21.7,20.4725,490.25,792.6,0.003280473,yes
2527,21.7,20.42666667,484,800,0.00327309,yes
2528,21.7,20.46333333,480.6666667,795,0.003278996,yes
2529,21.7,20.32,491.5,795.75,0.003255909,yes
2530,21.675,20.4175,501.5,802,0.00326659,yes
2531,21.7,20.39,494,803,0.003267184,yes
2532,21.7,20.39,494,796.25,0.003267184,yes
2533,21.7,20.39,479,806.6666667,0.003267184,yes
2534,21.7,20.39333333,506,805.6666667,0.003267721,yes
2535,21.7,20.29,514,803,0.003251077,yes
2536,21.7,20.4175,513.75,800.25,0.003271613,yes
2537,21.7,20.39,514,793,0.003267184,yes
2538,21.7,20.39,494,791,0.003267184,yes
2539,21.7,20.5,514,800.5,0.003284903,yes
2540,21.7,20.42666667,507.3333333,808,0.00327309,yes
2541,21.7,20.39,567.5,805.5,0.003267184,yes
2542,21.7,20.39,512.75,804,0.003267184,yes
2543,21.7,20.34,528.5,798.5,0.00325913,yes
2544,21.7225,20.315,541.5,806.25,0.003259607,yes
2545,21.7,20.2475,533.75,802.5,0.003244231,yes
2546,21.73,20.29333333,504,794.3333333,0.003257613,yes
2547,21.79,20.3425,494,800.25,0.003277606,yes
2548,21.7675,20.3175,496.5,806,0.003269036,yes
2549,21.79,20.245,496.5,804.5,0.003261814,yes
2550,21.79,20.295,504,801,0.003269913,yes
2551,21.79,20.295,489,801.5,0.003269913,yes
2552,21.79,20.2675,489,805,0.003265458,yes
2553,21.79,20.23,518.6666667,802.3333333,0.003259385,yes
2554,21.76,20.26,489,800.6666667,0.003258234,yes
2555,21.79,20.2925,486.5,799.5,0.003269508,yes
2556,21.79,20.245,471.5,806,0.003261814,yes
2557,21.73,20.35666667,474,812.6666667,0.003267833,yes
2558,21.745,20.34,484,816.5,0.003268155,yes
2559,21.76,20.39,479,820.3333333,0.003279251,yes
2560,21.7675,20.545,479,817.5,0.003305835,yes
2561,21.79,20.39,479,811.3333333,0.0032853,yes
2562,21.745,20.39,484,820.75,0.003276231,yes
2563,21.745,20.4725,486.5,815.5,0.003289557,yes
2564,21.745,20.445,499,821,0.003285115,yes
2565,21.745,20.4425,511.5,821.5,0.003284711,yes
2566,21.7,20.495,521.5,813,0.003284097,yes
2567,21.73,20.35666667,504,801.6666667,0.003267833,yes
2568,21.73,20.29,489,799,0.003257076,yes
2569,21.7,20.35666667,500.6666667,799.6666667,0.003261815,yes
2570,21.7,20.2675,511,797.25,0.003247453,yes
2571,21.7,20.2225,500.25,789.75,0.003240205,yes
2572,21.7,20.2,494,780.25,0.003236581,yes
2573,21.7,20.16666667,497.3333333,782.3333333,0.003231212,yes
2574,21.7,20.1,495.6666667,779.3333333,0.003220475,yes
2575,21.7,20.14,492,773.5,0.003226917,yes
2576,21.7,20.15,509,771.6666667,0.003228528,yes
2577,21.7,20,509,769,0.00320437,yes
2578,21.7,20,495.25,763,0.00320437,yes
2579,21.7,20,499,760,0.00320437,yes
2580,21.7,20.1,489,752,0.003220475,yes
2581,21.7,20.125,481.25,757.5,0.003224501,yes
2582,21.7,20.025,489,759,0.003208396,yes
2583,21.7,20,377.75,757.75,0.00320437,yes
2584,21.7,20.075,44,754.75,0.003216449,no
2585,21.7,20.075,60.25,755,0.003216449,no
2586,21.65,20.05,60.75,753.5,0.003202565,no
2587,21.65,20.05,57,760,0.003202565,no
2588,21.6,20,67,758,0.003184732,no
2589,21.6,20,66.5,751.75,0.003184732,no
2590,21.6,20,53,739.25,0.003184732,no
2591,21.53333333,19.96333333,58.33333333,732,0.003165854,no
2592,21.55,20,61.5,733,0.003174952,no
2593,21.525,20,48.5,723.5,0.003170072,no
2594,21.5,19.9725,62.5,720.25,0.003160825,no
2595,21.5,20,68.75,719.25,0.003165199,no
2596,21.5,19.9725,47,714.3333333,0.003160825,no
2597,21.4725,19.945,54.5,713.4,0.003151112,no
2598,21.445,19.89,50,708,0.003137064,no
2599,21.39,19.89,50,708.5,0.003126457,no
2600,21.39,19.89,52.33333333,701,0.003126457,no
2601,21.39,19.89,57,692.5,0.003126457,no
2602,21.39,19.89,81.25,688.75,0.003126457,no
2603,21.39,19.69666667,50,689.6666667,0.003095916,no
2604,21.34,19.7675,51.75,676.25,0.00309755,no
2605,21.29,19.72666667,58.33333333,671.3333333,0.00308161,no
2606,21.29,19.66666667,131.3333333,665.3333333,0.003072191,no
2607,21.29,19.745,293.5,662.25,0.003084488,yes
2608,21.29,19.7,440,660,0.003077424,yes
2609,21.29,19.625,483.75,662.5,0.00306565,yes
2610,21.29,19.575,492.75,658.75,0.003057801,yes
2611,21.29,19.6,499,659.25,0.003061725,yes
2612,21.29,19.55,489,652,0.003053876,yes
2613,21.29,19.6,479,653.5,0.003061725,yes
2614,21.29,19.55,486.5,658.5,0.003053876,yes
2615,21.29,19.4175,489,656,0.003033078,yes
2616,21.29,19.525,490.25,652.5,0.003049952,yes
2617,21.29,19.6,486.5,658.5,0.003061725,yes
2618,21.39,19.5,495,665.25,0.003064852,yes
2619,21.39,19.5,480.6666667,660,0.003064852,yes
2620,21.39,19.5,485.25,663.25,0.003064852,yes
2621,21.445,19.5,494,665,0.003075249,yes
2622,21.5,19.5,500.6666667,668.6666667,0.003085676,yes
2623,21.5,19.4725,508.5,667,0.003081303,yes
2624,21.5,19.445,508.5,664,0.00307693,yes
2625,21.5,19.4175,500.25,655.25,0.003072557,yes
2626,21.5,19.4725,507.5,655.5,0.003081303,yes
2627,21.5,19.445,516.5,659,0.00307693,yes
2628,21.5,19.365,536.5,656.25,0.003064209,yes
2629,21.5,19.39,514,659.5,0.003068184,yes
2630,21.5,19.29,516.25,654,0.003052283,yes
2631,21.5,19.315,546,647,0.003056258,no
2632,21.5,19.39,573,652.6666667,0.003068184,no
2633,21.55,19.34,560.75,663.75,0.003069662,no
2634,21.6,19.35666667,524,652,0.003081782,no
2635,21.6,19.29,537,653,0.003071115,no
2636,21.625,19.2225,548.75,649.5,0.003065023,no
2637,21.7,19.34,541.5,640,0.003098099,yes
2638,21.64,19.31,549.4,645.5,0.003081885,yes
2639,21.7,19.16666667,509,646,0.003070196,yes
2640,21.675,19.125,523.75,637.25,0.003058786,yes
2641,21.7,19.12,559.5,632.25,0.003062684,yes
2642,21.63333333,19.03,549.25,623.25,0.003035734,yes
2643,21.66666667,19.2,525.3333333,624,0.003069269,yes
2644,21.7,19.2,535.5,633.5,0.003075562,yes
2645,21.7,19.075,545.5,634.25,0.00305544,yes
2646,21.7,19.1,551,626,0.003059464,yes
2647,21.7225,19.1,586,629,0.003063696,yes
2648,21.745,19.05,581.75,626.75,0.003059863,yes
2649,21.76,19.06666667,557.6666667,626.6666667,0.003065375,yes
2650,21.79,18.99333333,571,631,0.003059158,yes
2651,21.79,19.05,555.5,629.75,0.00306833,yes
2652,21.7675,19,525.25,625,0.003056012,yes
2653,21.7675,19,543.75,626,0.003056012,yes
2654,21.79,19,563.5,627,0.003060237,yes
2655,21.79,19,551.6666667,630.6666667,0.003060237,yes
2656,21.79,19.15,531,639.25,0.003084516,yes
2657,21.76,19.03333333,553.3333333,642.3333333,0.00305999,yes
2658,21.79,19.05,531.5,637,0.00306833,yes
2659,21.79,19.1,546.5,654.5,0.003076423,yes
2660,21.79,19.2,524,658.5,0.00309261,yes
2661,21.79,19.2,509,669,0.00309261,yes
2662,21.82333333,19.23,537.6666667,673,0.003103811,yes
2663,21.89,19.32333333,524,680,0.003131738,yes
2664,21.815,19.3675,543.25,683.5,0.003124517,yes
2665,21.89,19.5,534.6666667,688.3333333,0.003160516,yes
2666,21.89,19.55,526,709.75,0.003168661,yes
2667,21.89,19.675,522,717.75,0.003189025,yes
2668,21.89,19.5,549.5,717,0.003160516,yes
2669,21.89,19.6,547.75,720.5,0.003176807,yes
2670,21.89,19.76,552.3333333,731,0.003202874,yes
2671,21.945,19.79,551,735.5,0.003218604,yes
2672,22,19.79,538.3333333,735.6666667,0.003229478,yes
2673,22,19.7175,555.25,733.25,0.003217586,yes
2674,22,19.7675,570,724.75,0.003225787,yes
2675,22,19.84,570,729,0.00323768,yes
2676,22,19.87,535.5,738,0.003242601,yes
2677,22,20,559.3333333,756.3333333,0.003263927,yes
2678,22,20,566,763.75,0.003263927,yes
2679,22.05,20.05,557.25,773.75,0.003282176,yes
2680,22.06666667,20.06666667,562,766,0.003288276,yes
2681,22.1,20.075,566.25,760,0.003296375,yes
2682,22.1,20.13333333,567.6666667,767,0.003306005,yes
2683,22.1,20.1975,562,768.5,0.003316597,yes
2684,22.1,20.1,562,767.5,0.003300502,yes
2685,22.1,20.13333333,554.3333333,767.6666667,0.003306005,yes
2686,22.125,20.3175,556.75,769.25,0.003341523,yes
2687,22.15,20.5,555,790,0.003376868,yes
2688,22.16666667,20.46333333,543.6666667,799.6666667,0.003374239,yes
2689,22.2,20.5,547,803.75,0.003387225,yes
2690,22.2,20.445,539,804.5,0.003378088,yes
2691,22.2,20.65,539,802.25,0.003412146,yes
2692,22.2,20.7225,539,816.75,0.003424191,yes
2693,22.2,20.55,538,812,0.003395532,yes
2694,22.2,20.55,541.75,810.3333333,0.003395532,yes
2695,22.2,20.7225,530.5,827,0.003424191,yes
2696,22.175,20.745,534.25,830.25,0.003422685,yes
2697,22.2,20.65,519,826,0.003412146,yes
2698,22.2,20.625,526.75,822.5,0.003407992,yes
2699,22.2,20.66333333,512,832,0.003414361,yes
2700,22.2,20.745,513.5,840,0.00342793,yes
2701,22.13333333,20.82333333,498.6666667,846,0.003426922,yes
2702,22.16666667,20.85666667,528,853.3333333,0.003439455,yes
2703,22.175,20.8975,528,857.5,0.003447985,yes
2704,22.2,20.7,513,860,0.003420453,yes
2705,22.2,20.945,523.5,863.5,0.003461162,yes
2706,22.2,20.92,523.5,865,0.003457008,yes
2707,22.2,21.1475,526,875,0.003494813,yes
2708,22.2,21.245,523.5,882.5,0.003511017,yes
2709,22.2,21.34,528.75,888.25,0.003526806,yes
2710,22.2,21.3175,528.75,894,0.003523066,yes
2711,22.2,21.29,528.6666667,895.3333333,0.003518496,yes
2712,22.2,21.4175,518,893,0.003539687,yes
2713,22.175,21.445,518,890,0.003538834,yes
2714,22.16666667,21.46333333,518,898,0.003540069,yes
2715,22.175,21.39,513.5,899.25,0.003529707,yes
2716,22.2,21.5,513.5,896,0.0035534,yes
2717,22.2,21.2925,518.75,902.5,0.003518911,yes
2718,22.2,21.4,519,903.3333333,0.003536778,yes
2719,22.2,21.445,509,904.5,0.003544258,yes
2720,22.2,21.5,509,905,0.0035534,yes
2721,22.2,21.575,512.75,910.75,0.003565866,yes
2722,22.2,21.7675,509,915.25,0.003597866,yes
2723,22.2,21.66666667,509,923.6666667,0.003581104,yes
2724,22.2,21.7675,508.75,930,0.003597866,yes
2725,22.15,21.745,514,930.5,0.003583133,yes
2726,22.2,21.7,514,925.25,0.003586645,yes
2727,22.16666667,21.76,509,920.3333333,0.003589282,yes
2728,22.125,21.7475,499,922,0.003578061,yes
2729,22.1,21.77,499,924,0.0035763,yes
2730,22.1,21.49666667,499,919.3333333,0.003531142,yes
2731,22.1,21.1475,499,893.5,0.003473466,yes
2732,22.1,21.67,496.5,884.5,0.003559778,yes
2733,22.1,21.84,499,914,0.003587865,yes
2734,22.1,21.63333333,490.6666667,925,0.00355372,yes
2735,22.1,21.1175,504,887,0.003468511,yes
2736,22.1,21.575,500.25,884.25,0.003544083,yes
2737,22.1,21.6,499,893.3333333,0.003548213,yes
2738,22.1,21.625,496.5,895,0.003552343,yes
2739,22.1,21.2925,489,889.75,0.003497416,yes
2740,22.1,21.15,489,880.5,0.003473879,yes
2741,22.075,21.2225,489,864.75,0.003480516,yes
2742,22.1,21.2,481.5,863,0.003482138,yes
2743,22.05,21.3975,484,868.5,0.003504003,yes
2744,22.06666667,21.49333333,487.3333333,876.3333333,0.003523384,yes
2745,22.075,21.3925,484,880.5,0.003508554,yes
2746,22.03333333,21.56666667,487.3333333,883.6666667,0.003528255,yes
2747,22.1,21.595,484,892,0.003547387,yes
2748,22.1,21.225,494,884.5,0.003486267,yes
2749,22.1,21.145,494,883.5,0.003473053,yes
2750,22.1,21.32,490.25,876,0.003501959,yes
2751,22.1,21.53333333,479,882.3333333,0.0035372,yes
2752,22.1,21.3925,486.5,908.5,0.003513935,yes
2753,22.1,21.16333333,479,892.3333333,0.003476081,yes
2754,22.1,21.365,479,878.25,0.003509392,yes
2755,22.1,21.06666667,479,870,0.003460116,yes
2756,22.1,20.96333333,479,866.6666667,0.00344305,yes
2757,22.1,21.26,479,863.3333333,0.003492048,yes
2758,22.1,21.445,479,883.5,0.003522607,yes
2759,22.1,21.46333333,479,896,0.003525636,yes
2760,22.1,21.445,475.25,901.75,0.003522607,yes
2761,22.1,21.2475,471.5,896.5,0.003489983,yes
2762,22.06666667,21.06666667,464,876.3333333,0.003453053,yes
2763,22.075,21.1725,467.75,865,0.00347227,yes
2764,22.05,21.2425,474.5,872,0.003478479,yes
2765,22,20.795,474.5,873.5,0.003394376,yes
2766,22,20.96333333,478,854,0.003422005,yes
2767,22,21.2425,474.5,865.25,0.003467829,yes
2768,22,20.94,474.5,870.5,0.003418175,yes
2769,22,21.15666667,478,858.6666667,0.003453739,yes
2770,22.00833333,21.08416667,478.3,861.6333333,0.003443598,yes
2771,22.01666667,21.01166667,478.6,864.6,0.003433446,yes
2772,22,20.92,477,858.25,0.003414892,yes
2773,21.9725,21.315,473,869.75,0.003473866,yes
2774,22,21.15,469,877.75,0.003452645,yes
2775,22,20.8675,469,867.75,0.003406275,yes
2776,22,20.945,469,861,0.003418996,yes
2777,22,21.32,469,866.5,0.003480552,yes
2778,22,21.3925,469,880.75,0.003492454,yes
2779,22,21.05,469,880,0.00343623,yes
2780,22,21.2725,469,874,0.003472754,yes
2781,21.96333333,21.46333333,469,885.6666667,0.00349621,yes
2782,21.9725,21.3925,469,901.25,0.003486567,yes
2783,21.96333333,21.29,469,893.6666667,0.003467818,yes
2784,21.89,21.1725,469,886.5,0.003433088,yes
2785,21.89,21.32333333,469,879,0.003457681,yes
2786,21.9175,21.315,469,879,0.003462161,yes
2787,21.89,21.39,469,884.25,0.003468552,yes
2788,21.89,21.245,469,877,0.003444908,yes
2789,21.89,21.22,469,875.75,0.003440832,yes
2790,21.89,21.34,469,877,0.003460399,yes
2791,21.89,21.29,461.5,879,0.003452246,yes
2792,21.89,21.1725,454,871.75,0.003433088,yes
2793,21.89,21.5225,454,880.5,0.003490158,yes
2794,21.89,21.39,454,895.6666667,0.003468552,yes
2795,21.89,21.2675,454,896,0.003448577,yes
2796,21.865,21.32,459.25,883,0.003451835,yes
2797,21.89,21.49666667,468,889,0.003485945,yes
2798,21.865,21.3175,464.5,890.5,0.003451428,yes
2799,21.79,21.53,468,897,0.003470005,yes
2800,21.84,21.4425,464.5,913.75,0.003466454,yes
2801,21.79,21.1975,464.5,902.5,0.003416121,yes
2802,21.76,21.2,468,890.3333333,0.003410235,yes
2803,21.745,21.1725,457,876,0.003402649,yes
2804,21.79,21.445,464.5,890,0.003456229,yes
2805,21.745,21.34,453.25,893,0.003429717,yes
2806,21.73,21.29333333,453,891.6666667,0.003419022,yes
2807,21.7225,21.5225,454.75,897.5,0.00345443,yes
2808,21.7225,21.5225,460,903.75,0.00345443,yes
2809,21.7,21.34,460,908.5,0.003420244,yes
2810,21.73,21.56666667,460,907,0.003463155,yes
2811,21.7225,21.525,460,910.5,0.003454834,yes
2812,21.745,21.675,460,917.25,0.003483859,yes
2813,21.79,21.6,460,926.5,0.00348135,yes
2814,21.79,21.55,460,925,0.003473246,yes
2815,21.79,21.63333333,460,921.6666667,0.003486752,yes
2816,21.7675,21.7675,460,934,0.003503651,yes
2817,21.7675,21.865,460,947.25,0.003519434,yes
2818,21.79,21.82333333,460,953,0.003517549,yes
2819,21.79,21.8175,460,959,0.003516603,yes
2820,21.79,21.945,460,959.5,0.003537271,yes
2821,21.7675,21.6975,444,962,0.003492321,yes
2822,21.76,21.82666667,449.3333333,944,0.00351161,yes
2823,21.7225,21.8925,444,953.5,0.003514152,yes
2824,21.745,21.815,444,949,0.003506488,yes
2825,21.7,21.82333333,444,948.6666667,0.003498145,yes
2826,21.745,21.815,444,952.75,0.003506488,yes
2827,21.7225,21.97,444,951.25,0.003526663,yes
2828,21.79,22.05,444,961.5,0.003554292,yes
2829,21.79,21.775,444,964.25,0.003509714,yes
2830,21.7675,21.745,444,951,0.003500009,yes
2831,21.79,21.79333333,444,945.6666667,0.003512686,yes
2832,21.79,21.7225,444,936,0.003501205,yes
2833,21.7675,21.79,444,935,0.003507293,yes
2834,21.79,21.745,444,938,0.003504852,yes
2835,21.7675,21.8175,444,926.75,0.003511745,yes
2836,21.7675,21.89,444,932,0.00352348,yes
2837,21.79,21.79,447.4,942,0.003512146,yes
2838,21.79,21.79,450.6666667,935,0.003512146,yes
2839,21.79,21.79,449,937.5,0.003512146,yes
2840,21.79,21.65,438,927.25,0.003489454,yes
2841,21.79,21.6,438,916.5,0.00348135,yes
2842,21.79,21.745,438,914,0.003504852,yes
2843,21.79,21.7,441,910,0.003497558,yes
2844,21.79,21.65,437.25,923,0.003489454,yes
2845,21.84,21.65,436.5,918.75,0.003500188,yes
2846,21.84,21.6,429,904,0.003492059,yes
2847,21.79,21.395,432.75,901,0.003448126,yes
2848,21.79,21.6,438,893,0.00348135,yes
2849,21.79,21.6225,438,885.5,0.003484997,yes
2850,21.745,21.575,438,890,0.003467696,yes
2851,21.7225,21.5475,438,886.5,0.003458465,yes
2852,21.7,21.42666667,441,887,0.003434211,yes
